Author1,Author2
authorID_bb668_ca955_63216_088b9_8a625,authorID_85daa_f6f70_55cd5_73628_7faed
authorID_bb668_ca955_63216_088b9_8a625,authorID_6f4b6_61212_5fb3a_0daec_d2799
authorID_bb668_ca955_63216_088b9_8a625,authorID_a30f4_ef421_76d28_f0e22_93533
authorID_bb668_ca955_63216_088b9_8a625,authorID_3635a_91e3d_a857f_7847f_68185
authorID_bb668_ca955_63216_088b9_8a625,authorID_7688b_6ef52_55596_2d008_fff89
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_27bad_c983d_f1780_b60c2_b3fa9
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_79bf0_8685d_3138f_9b109_c3546
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_3ada9_2f28b_4ceda_38562_ebf04
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_4c15f_47afe_7f817_fd559_e12dd
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_a0d17_7b496_7a6d9_9f4ff_117de
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_8bd9c_0d453_53375_7387e_d019c
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_5f9c4_ab08c_ac745_7e911_1a30e
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_1be00_34108_2e25c_4e251_ca671
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_3635a_91e3d_a857f_7847f_68185
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_058d5_d43bf_485bf_78dda_1ed4e
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_377ad_eb4cd_4096a_dc7ca_64b53
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_71047_41a92_e73eb_6c5d6_9cd04
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_7688b_6ef52_55596_2d008_fff89
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_27d71_9c754_aacd4_92a6d_c8a1b
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_7ed8f_0f3b7_07956_d9fb1_e889e
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_f10d9_1a759_6bf5a_67735_79ff1
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_19581_e27de_7ced0_0ff1c_e50b2
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_0fd42_b3f73_c448b_34940_b339f
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_5ef6f_df325_13aa7_cd11f_72bec
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_5d389_f5e2e_34c6b_0bad9_6581c
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_da70d_fa4d9_f95ac_979f9_21e8e
authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_a665a_45920_422f9_d417e_4867e
authorID_36ebe_205bc_dfc49_9a25e_6923f,authorID_1be00_34108_2e25c_4e251_ca671
authorID_36ebe_205bc_dfc49_9a25e_6923f,authorID_79026_99be4_2c8a8_e46fb_bb450
authorID_36ebe_205bc_dfc49_9a25e_6923f,authorID_48a17_06eca_5ee61_48f74_8ca91
authorID_36ebe_205bc_dfc49_9a25e_6923f,authorID_7688b_6ef52_55596_2d008_fff89
authorID_36ebe_205bc_dfc49_9a25e_6923f,authorID_d48ff_4b2f6_8a10f_d7c86_f185a
authorID_36ebe_205bc_dfc49_9a25e_6923f,authorID_0fecf_9247f_3ddc8_4db8a_804fa
authorID_36ebe_205bc_dfc49_9a25e_6923f,authorID_d874e_4e4a5_df211_73b0f_83e31
authorID_36ebe_205bc_dfc49_9a25e_6923f,authorID_2abac_a4911_e68fa_9bfbf_3482e
authorID_36ebe_205bc_dfc49_9a25e_6923f,authorID_37c20_f19f3_272b5_ccc3a_5d805
authorID_9556b_82499_cc0aa_f86ae_e7f0d,authorID_0e17d_aca5f_3e175_f448b_acace
authorID_37c20_f19f3_272b5_ccc3a_5d805,authorID_96442_94ac4_ffb30_91eef_01219
authorID_37c20_f19f3_272b5_ccc3a_5d805,authorID_377ad_eb4cd_4096a_dc7ca_64b53
authorID_37c20_f19f3_272b5_ccc3a_5d805,authorID_d874e_4e4a5_df211_73b0f_83e31
authorID_37c20_f19f3_272b5_ccc3a_5d805,authorID_fc95c_e1766_03e9e_1d1ff_ee390
authorID_37c20_f19f3_272b5_ccc3a_5d805,authorID_79026_99be4_2c8a8_e46fb_bb450
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_9a049_b03f6_fc40b_fcf2f_13632
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_6f4b6_61212_5fb3a_0daec_d2799
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_4c15f_47afe_7f817_fd559_e12dd
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_27d71_9c754_aacd4_92a6d_c8a1b
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_a30f4_ef421_76d28_f0e22_93533
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_9537f_32ec7_599e1_ae953_af6c9
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_01d54_579da_446ae_1e75c_da808
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_19581_e27de_7ced0_0ff1c_e50b2
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_3635a_91e3d_a857f_7847f_68185
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_a0d17_7b496_7a6d9_9f4ff_117de
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_79bf0_8685d_3138f_9b109_c3546
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_0fecf_9247f_3ddc8_4db8a_804fa
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_4621c_1d55f_a4e86_ce0da_e4288
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_61a22_9bae1_e9033_1edd9_86b6b
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_28117_45d7b_8d887_4f6e6_53d17
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_2c7d5_490e6_05083_6f8f2_f0d49
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_f369c_b89fc_627e6_68987_007d1
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_d59ec_ed1de_d07f8_4c145_592f6
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_d874e_4e4a5_df211_73b0f_83e31
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_6aac0_cf87a_32e63_15361_22c3f
authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_52f11_620e3_97f86_7b7d9_f19e4
authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_7f0a2_2117f_8fe01_72cf9_209ff
authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_031b4_af519_7ec30_a926f_48cf4
authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_27bad_c983d_f1780_b60c2_b3fa9
authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_fc95c_e1766_03e9e_1d1ff_ee390
authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_33512_00784_0ced1_bb0aa_b68f4
authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_44c80_31cb0_36a73_50d8b_9b860
authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_f0bc3_18fb8_965ca_d8d73_d578c
authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_d874e_4e4a5_df211_73b0f_83e31
authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_27d71_9c754_aacd4_92a6d_c8a1b
authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_0fd42_b3f73_c448b_34940_b339f
authorID_a4e98_7d175_84557_e2fbe_d011c,authorID_e5b86_1a6d8_a966d_fca7e_7341c
authorID_a4e98_7d175_84557_e2fbe_d011c,authorID_3c152_85c04_fff40_024bb_8714b
authorID_a4e98_7d175_84557_e2fbe_d011c,authorID_3d914_f9348_c9cc0_ff8a7_97167
authorID_a4e98_7d175_84557_e2fbe_d011c,authorID_802b9_06a18_591ea_d8a6d_d809b
authorID_a4e98_7d175_84557_e2fbe_d011c,authorID_59e19_706d5_1d39f_66711_c2653
authorID_a4e98_7d175_84557_e2fbe_d011c,authorID_05ada_863a4_cf966_0fd8c_68e22
authorID_1e68e_d4e3d_58a51_096a7_feea3,authorID_88820_46218_0e5c8_93eff_2ed73
authorID_1e68e_d4e3d_58a51_096a7_feea3,authorID_13671_077b6_6a298_74a25_78b52
authorID_1e68e_d4e3d_58a51_096a7_feea3,authorID_76a50_887d8_f1c2e_93017_55428
authorID_1e68e_d4e3d_58a51_096a7_feea3,authorID_9537f_32ec7_599e1_ae953_af6c9
authorID_1e68e_d4e3d_58a51_096a7_feea3,authorID_52f11_620e3_97f86_7b7d9_f19e4
authorID_1e68e_d4e3d_58a51_096a7_feea3,authorID_6f4b6_61212_5fb3a_0daec_d2799
authorID_1e68e_d4e3d_58a51_096a7_feea3,authorID_07919_63ca2_667a2_3cf32_68ad2
authorID_1e68e_d4e3d_58a51_096a7_feea3,authorID_8bcbb_4c131_df56f_7c790_66016
authorID_1e68e_d4e3d_58a51_096a7_feea3,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b
authorID_dbae7_72db2_9058a_88f9b_d830e,authorID_802b9_06a18_591ea_d8a6d_d809b
authorID_dbae7_72db2_9058a_88f9b_d830e,authorID_a4e98_7d175_84557_e2fbe_d011c
authorID_dbae7_72db2_9058a_88f9b_d830e,authorID_86573_6a1c3_0a82d_c67ab_a8203
authorID_dbae7_72db2_9058a_88f9b_d830e,authorID_d80ea_e6e96_d148b_3b2ab_bbc67
authorID_dbae7_72db2_9058a_88f9b_d830e,authorID_5ec1a_0c99d_42860_1ce42_b407a
authorID_3c152_85c04_fff40_024bb_8714b,authorID_d4735_e3a26_5e16e_ee03f_59718
authorID_3c152_85c04_fff40_024bb_8714b,authorID_e5b86_1a6d8_a966d_fca7e_7341c
authorID_3c152_85c04_fff40_024bb_8714b,authorID_9400f_1b21c_b527d_7fa3d_3eabb
authorID_3c152_85c04_fff40_024bb_8714b,authorID_05ada_863a4_cf966_0fd8c_68e22
authorID_3c152_85c04_fff40_024bb_8714b,authorID_802b9_06a18_591ea_d8a6d_d809b
authorID_3c152_85c04_fff40_024bb_8714b,authorID_28dae_7c8bd_e2f3c_a608f_86d0e
authorID_3c152_85c04_fff40_024bb_8714b,authorID_3d914_f9348_c9cc0_ff8a7_97167
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_61a22_9bae1_e9033_1edd9_86b6b
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_5f9c4_ab08c_ac745_7e911_1a30e
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_0fd42_b3f73_c448b_34940_b339f
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_1038e_0b72d_98745_fac0f_b015f
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_19581_e27de_7ced0_0ff1c_e50b2
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_d6061_bbee6_cf13b_d7376_5faae
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_3949a_c1596_ec771_06a70_9a618
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_27bad_c983d_f1780_b60c2_b3fa9
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_f10d9_1a759_6bf5a_67735_79ff1
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_7f0a2_2117f_8fe01_72cf9_209ff
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_6f4b6_61212_5fb3a_0daec_d2799
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_108c9_95b95_3c8a3_55611_03e20
authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
authorID_88820_46218_0e5c8_93eff_2ed73,authorID_13671_077b6_6a298_74a25_78b52
authorID_88820_46218_0e5c8_93eff_2ed73,authorID_922c7_95421_6ccfe_7a61d_ef609
authorID_88820_46218_0e5c8_93eff_2ed73,authorID_983bd_614bb_5afec_e5ab3_b6023
authorID_88820_46218_0e5c8_93eff_2ed73,authorID_52f11_620e3_97f86_7b7d9_f19e4
authorID_88820_46218_0e5c8_93eff_2ed73,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79
authorID_88820_46218_0e5c8_93eff_2ed73,authorID_c8376_49cce_43f27_29138_e72cc
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_71812_7812c_05853_f0bec_61582
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_09895_de040_7bcb0_38673_3daa1
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_454f6_3ac30_c8322_997ef_025ed
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_3635a_91e3d_a857f_7847f_68185
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_785f3_ec7eb_32f30_b90cd_0fcf3
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_b7a56_873cd_771f2_c446d_369b6
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_02d20_bbd7e_394ad_5999a_4ceba
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_ec2e9_90b93_4dde5_5cb87_30062
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_7f0a2_2117f_8fe01_72cf9_209ff
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_377ad_eb4cd_4096a_dc7ca_64b53
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_19581_e27de_7ced0_0ff1c_e50b2
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_27bad_c983d_f1780_b60c2_b3fa9
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_f10d9_1a759_6bf5a_67735_79ff1
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_f57e5_cb1f4_532c0_08183_057ec
authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_02e62_95d8f_52284_0f09b_5194b
authorID_79026_99be4_2c8a8_e46fb_bb450,authorID_785f3_ec7eb_32f30_b90cd_0fcf3
authorID_79026_99be4_2c8a8_e46fb_bb450,authorID_d48ff_4b2f6_8a10f_d7c86_f185a
authorID_79026_99be4_2c8a8_e46fb_bb450,authorID_2289b_221b3_9605c_3494e_72908
authorID_79026_99be4_2c8a8_e46fb_bb450,authorID_f10d9_1a759_6bf5a_67735_79ff1
authorID_79026_99be4_2c8a8_e46fb_bb450,authorID_108c9_95b95_3c8a3_55611_03e20
authorID_79026_99be4_2c8a8_e46fb_bb450,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
authorID_79026_99be4_2c8a8_e46fb_bb450,authorID_bdd2d_3af3a_5a121_3497d_4f1f7
authorID_79026_99be4_2c8a8_e46fb_bb450,authorID_fc95c_e1766_03e9e_1d1ff_ee390
authorID_79026_99be4_2c8a8_e46fb_bb450,authorID_aea92_132c4_cbeb2_63e6a_c2bf6
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_49d18_0ecf5_61328_19571_bf39d
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_1be00_34108_2e25c_4e251_ca671
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_28117_45d7b_8d887_4f6e6_53d17
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_02d20_bbd7e_394ad_5999a_4ceba
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_79bf0_8685d_3138f_9b109_c3546
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_fa2b7_af0a8_11b9a_cde60_2aacb
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_f57e5_cb1f4_532c0_08183_057ec
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_f10d9_1a759_6bf5a_67735_79ff1
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_27bad_c983d_f1780_b60c2_b3fa9
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_a665a_45920_422f9_d417e_4867e
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_4621c_1d55f_a4e86_ce0da_e4288
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_aae02_12936_2d611_717b6_c00ad
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_6f4b6_61212_5fb3a_0daec_d2799
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_27d71_9c754_aacd4_92a6d_c8a1b
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_7688b_6ef52_55596_2d008_fff89
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_5f9c4_ab08c_ac745_7e911_1a30e
authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_3635a_91e3d_a857f_7847f_68185
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_71047_41a92_e73eb_6c5d6_9cd04
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_36ebe_205bc_dfc49_9a25e_6923f
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_07919_63ca2_667a2_3cf32_68ad2
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_16bad_fc620_2cb3f_8889e_0f277
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_d48ff_4b2f6_8a10f_d7c86_f185a
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_8ae4c_23b80_d1e7c_8ff79_e515f
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_785f3_ec7eb_32f30_b90cd_0fcf3
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_9ae2b_dd7be_edc2e_766c6_b7658
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_3038b_fb575_bee6a_0e619_45eff
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_5a39c_add1b_00709_3db50_74479
authorID_1038e_0b72d_98745_fac0f_b015f,authorID_85daa_f6f70_55cd5_73628_7faed
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_02384_9c389_25e2a_f028a_2eb4e
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_2c7d5_490e6_05083_6f8f2_f0d49
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_87226_16204_217ed_db39e_7df96
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_f10d9_1a759_6bf5a_67735_79ff1
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_d874e_4e4a5_df211_73b0f_83e31
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_7f0a2_2117f_8fe01_72cf9_209ff
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_ec2e9_90b93_4dde5_5cb87_30062
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_3038b_fb575_bee6a_0e619_45eff
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_b4944_c6ff0_8dc6f_43da2_e9c82
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_4621c_1d55f_a4e86_ce0da_e4288
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_058d5_d43bf_485bf_78dda_1ed4e
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_d2f48_3672c_0239f_6d7dd_3c9ec
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_c76b4_05781_134be_1dab7_fe45a
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_5a39c_add1b_00709_3db50_74479
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_734d0_759cd_b4e0d_0a35e_4fd73
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_27d71_9c754_aacd4_92a6d_c8a1b
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_5d389_f5e2e_34c6b_0bad9_6581c
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_33512_00784_0ced1_bb0aa_b68f4
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_6c658_ee83f_b7e81_24824_94f3e
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_3949a_c1596_ec771_06a70_9a618
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_0fecf_9247f_3ddc8_4db8a_804fa
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_49d18_0ecf5_61328_19571_bf39d
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_3ada9_2f28b_4ceda_38562_ebf04
authorID_6b86b_273ff_34fce_19d6b_804ef,authorID_3038b_fb575_bee6a_0e619_45eff
authorID_6b86b_273ff_34fce_19d6b_804ef,authorID_65a69_9905c_02619_370bc_f9207
authorID_6b86b_273ff_34fce_19d6b_804ef,authorID_7559c_a4a95_7c8c8_2ba04_781cd
authorID_6b86b_273ff_34fce_19d6b_804ef,authorID_377ad_eb4cd_4096a_dc7ca_64b53
authorID_6b86b_273ff_34fce_19d6b_804ef,authorID_30883_1041e_a4863_c3f87_d222c
authorID_6b86b_273ff_34fce_19d6b_804ef,authorID_8b940_be7fb_78aaa_6b656_7dd7a
authorID_6b86b_273ff_34fce_19d6b_804ef,authorID_98010_bd927_0f9b1_00b62_14a21
authorID_6b86b_273ff_34fce_19d6b_804ef,authorID_d2f48_3672c_0239f_6d7dd_3c9ec
authorID_6b86b_273ff_34fce_19d6b_804ef,authorID_2858d_cd105_7d3ea_e7f7d_5f782
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_27d71_9c754_aacd4_92a6d_c8a1b
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_89aa1_e5800_23722_db676_46e81
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_d4ee9_f58e5_86057_4ca98_e3b48
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_3949a_c1596_ec771_06a70_9a618
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_56f4d_a26ed_95673_0309f_a1488
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_fa2b7_af0a8_11b9a_cde60_2aacb
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_02d20_bbd7e_394ad_5999a_4ceba
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_71047_41a92_e73eb_6c5d6_9cd04
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_5d389_f5e2e_34c6b_0bad9_6581c
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_7688b_6ef52_55596_2d008_fff89
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_3fdba_35f04_dc8c4_62986_c992b
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_9a049_b03f6_fc40b_fcf2f_13632
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_71a1c_003a2_b855d_85582_c8f6c
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_377ad_eb4cd_4096a_dc7ca_64b53
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_d59ec_ed1de_d07f8_4c145_592f6
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_f57e5_cb1f4_532c0_08183_057ec
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_734d0_759cd_b4e0d_0a35e_4fd73
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_02384_9c389_25e2a_f028a_2eb4e
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_1253e_9373e_781b7_50026_6caa5
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_bc52d_d6342_77c4a_34a2d_62109
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_a665a_45920_422f9_d417e_4867e
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_3038b_fb575_bee6a_0e619_45eff
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_71812_7812c_05853_f0bec_61582
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_7f0a2_2117f_8fe01_72cf9_209ff
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_19581_e27de_7ced0_0ff1c_e50b2
authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_36ebe_205bc_dfc49_9a25e_6923f
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_8df66_f64b5_74243_91d36_3fd6b
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_0fd42_b3f73_c448b_34940_b339f
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_9e11c_362bc_3d357_2970b_973d5
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_bb668_ca955_63216_088b9_8a625
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_4a44d_c1536_4204a_80fe8_0e903
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_2abac_a4911_e68fa_9bfbf_3482e
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_1038e_0b72d_98745_fac0f_b015f
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_0b918_943df_0962b_c7a18_24c05
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_80c3c_d40fa_35f90_88b87_41bd8
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_377ad_eb4cd_4096a_dc7ca_64b53
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_33512_00784_0ced1_bb0aa_b68f4
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_29db0_c6782_dbd50_00559_ef4d9
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_3635a_91e3d_a857f_7847f_68185
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_5d389_f5e2e_34c6b_0bad9_6581c
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_28117_45d7b_8d887_4f6e6_53d17
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_d48ff_4b2f6_8a10f_d7c86_f185a
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_dac53_c17c2_50fd4_d4d81_eaf6d
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_02d20_bbd7e_394ad_5999a_4ceba
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_d874e_4e4a5_df211_73b0f_83e31
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_734d0_759cd_b4e0d_0a35e_4fd73
authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_71047_41a92_e73eb_6c5d6_9cd04
